timestamp,front_cohort_size,front_cohort_center_x,front_cohort_center_y,runtime_forward_x,runtime_forward_y,front_cohort_lateral_variance,front_cohort_baseline,front_cohort_expansion_ratio,front_cohort_variance_rate,front_cohort_expansion_dwell,front_cohort_sustained_marker,boundary_count,boundary_fraction,component_count,largest_component_size,largest_component_fraction,second_component_size,second_component_fraction,min_component_angular_separation,boundary_membership_retention,first_component_split,component_match_collision_count,map_case,phase,evaluation_frontmost_progress,evaluation_front_center_progress,evaluation_entrance_progress,outside_free_space_robot_count,wall_penetration_event_count
0.1,16,0.0,-123.19173986995087,-1.70698497021088e-18,1.0,257.87881245169854,257.87881245169854,1.0,0.0,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-119.66531984617669,-123.19173986995087,-42.0,0,0
0.2,16,2.220446049250313e-16,-122.77783358432495,-2.2592509434550975e-18,1.0,258.72305397919297,257.87881245169854,1.003273791745309,8.442415274944324,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-119.21609742674282,-122.77783358432495,-42.0,0,0
0.30000000000000004,16,4.440892098500626e-16,-122.23395837579375,0.0,1.0,259.8319033039768,257.87881245169854,1.0075736770838593,11.088493247838187,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-118.62612067244531,-122.23395837579375,-42.0,0,0
0.4,16,-2.220446049250313e-16,-121.58495931154154,2.2654671856653805e-18,1.0,261.15381519526386,257.87881245169854,1.0126997744112023,13.219118912870726,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-117.92260245053826,-121.58495931154154,-42.0,0,0
0.5,16,-4.440892098500626e-16,-120.85098900915631,3.370737906263428e-19,1.0,262.6464116157038,257.87881245169854,1.018487750578184,14.92596420439952,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-117.12767727284032,-120.85098900915631,-42.0,0,0
0.6000000000000001,16,2.220446049250313e-16,-120.04839308191288,-6.202528893677766e-19,1.0,264.2747553411332,257.87881245169854,1.0248021263500762,16.283437254293744,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-116.2593483385283,-120.04839308191288,-42.0,0,0
0.7000000000000001,16,-2.220446049250313e-16,-119.19042845520676,0.0,1.0,266.0099845709877,257.87881245169854,1.031530981711854,17.352292298544967,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-115.33225720400968,-119.19042845520676,-42.0,0,0
0.8,16,0.0,-118.28784612549379,-1.1103631306846884e-18,1.0,267.8282245948095,257.87881245169854,1.0385817355389542,18.182400238218293,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-114.35830927004497,-118.28784612549379,-42.0,0,0
0.9,16,0.0,-117.34936396244869,-5.348421738500826e-19,1.0,269.70971379836067,257.87881245169854,1.0458777564321151,18.814892035511548,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-113.34718213104085,-117.34936396244869,-42.0,0,0
1.0,16,4.440892098500626e-16,-116.38205031485714,-3.635997679012064e-18,1.0,271.6380968162073,257.87881245169854,1.0533556217112094,19.283830178466133,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-112.30673879883814,-116.38205031485714,-42.0,0,0
1.1,16,-2.220446049250313e-16,-115.39163525675919,-1.5227381178948246e-18,1.0,273.59984906182314,257.87881245169854,1.0609628858635651,19.617522456158554,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-111.24336369901009,-115.39163525675919,-42.0,0,0
1.2000000000000002,16,0.0,-114.3827628857577,-2.4918543575245477e-18,1.0,275.5838053244795,257.87881245169854,1.0686562525414807,19.839562626563634,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-110.16223464946353,-114.3827628857577,-42.0,0,0
1.3,16,-8.881784197001252e-16,-113.35913997110342,-4.911533659874782e-19,1.0,277.58125993791595,257.87881245169854,1.076401962995342,19.97454613436446,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-109.06738603254293,-113.35913997110342,-42.0,0,0
1.4000000000000001,16,4.440892098500626e-16,-112.32371385190217,4.854586543174185e-19,1.0,279.5857016486634,257.87881245169854,1.0841747679485325,20.044417107474715,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-107.96193812520416,-112.32371385190217,-42.0,0,0
1.5,16,2.220446049250313e-16,-111.27887282881485,-9.618836808768552e-19,1.0,281.59182875112947,257.87881245169854,1.091954108497659,20.061271024660527,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-106.84841600496956,-111.27887282881485,-42.0,0,0
1.6,16,-2.220446049250313e-16,-110.22653876053242,9.546887476090205e-19,1.0,283.5957111279471,257.87881245169854,1.0997247444710696,20.038823768176144,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-105.72886036347775,-110.22653876053242,-42.0,0,0
1.7000000000000002,16,-2.220446049250313e-16,-109.1682588102174,4.744696398362306e-19,1.0,285.594529622868,257.87881245169854,1.1074757437715466,19.98818494920897,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-104.60491763668928,-109.1682588102174,-42.0,0,0
1.8,16,4.440892098500626e-16,-108.10528891610258,-9.443327283613958e-19,1.0,287.5859869454057,257.87881245169854,1.115198197987946,19.914573225377126,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-103.47791334835956,-108.10528891610258,-42.0,0,0
1.9000000000000001,16,0.0,-107.03864906232378,4.703170392634994e-19,1.0,289.56821837990117,257.87881245169854,1.1228848761436658,19.822314344954748,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-102.34891181729112,-107.03864906232378,-42.0,0,0
2.0,16,-2.220446049250313e-16,-105.96916803265681,4.688296717753324e-19,1.0,291.53971872663277,257.87881245169854,1.1305299413895782,19.715003467316023,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-101.21876478889064,-105.96916803265681,-42.0,0,0
2.1,16,4.440892098500626e-16,-104.89751964600579,4.676317826833711e-19,1.0,293.49928154943194,257.87881245169854,1.1381287154190118,19.59562822799171,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-100.08815106670802,-104.89751964600579,-42.0,0,0
2.2,16,2.220446049250313e-16,-103.82425209309493,4.666659705162808e-19,1.0,295.4459485952292,257.87881245169854,1.1456774823273512,19.466670457972555,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-98.95760882657011,-103.82425209309493,-42.0,0,0
2.3000000000000003,16,0.0,-102.74981168638512,1.6306030378105181e-18,1.0,297.37896763779213,257.87881245169854,1.1531733251388852,19.330190425629326,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-97.8275619777317,-102.74981168638512,-42.0,0,0
2.4000000000000004,16,-2.220446049250313e-16,-101.67456208613163,1.3957715505730298e-18,1.0,299.29775731125244,257.87881245169854,1.1606139894385925,19.1878967346031,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-96.69834167786689,-101.67456208613163,-42.0,0,0
2.5,16,-4.440892098500626e-16,-100.59879986364832,9.294972316633342e-19,1.0,301.20187775349257,257.87881245169854,1.1679977695333483,19.04120442240128,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-95.57020390015155,-100.59879986364832,-42.0,0,0
2.6,16,0.0,-99.522767099294,6.965062354487946e-19,1.0,303.0910060866608,257.87881245169854,1.175323413370498,18.891283331682303,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-94.44334378178468,-99.522767099294,-42.0,0,0
2.7,16,0.0,-98.44666158017341,1.160012528603295e-18,1.0,304.9649159311759,257.87881245169854,1.1825900430974596,18.73909844515083,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-93.3179073464878,-98.44666158017341,-42.0,0,0
2.8000000000000003,16,2.220446049250313e-16,-97.37064505517293,4.637360523902305e-19,1.0,306.8234602879023,257.87881245169854,1.1897970886823874,18.585443567264406,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-92.1940010826807,-97.37064505517293,-42.0,0,0
2.9000000000000004,16,4.440892098500626e-16,-96.29484991794916,6.952776360276579e-19,1.0,308.66655723655913,257.87881245169854,1.196944232455597,18.430969486568074,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-91.0716997692012,-96.29484991794916,-42.0,0,0
3.0,16,-2.220446049250313e-16,-95.21938461800086,-2.3167114735776965e-19,1.0,310.4941779915816,257.87881245169854,1.2040313627926995,18.276207550224512,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-89.95105286760668,-95.21938461800086,-42.0,0,0
3.1,16,-2.220446049250313e-16,-94.14433804284263,0.0,1.0,312.30633693335153,257.87881245169854,1.2110585354578032,18.12158941769951,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-88.83208974102219,-94.14433804284263,-42.0,0,0
3.2,16,-2.220446049250313e-16,-93.06978306802878,2.0838794102317618e-18,1.0,314.1030832959945,257.87881245169854,1.21802594137053,17.967463626429776,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-87.71482391156196,-93.06978306802878,-42.0,0,0
3.3000000000000003,16,2.220446049250313e-16,-91.99577943428864,-9.25981739285125e-19,1.0,315.88449424527846,257.87881245169854,1.2249338797635596,17.81410949283952,0.0,False,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M5_UNEQUAL_WIDTH,CORRIDOR,-86.59925652942533,-91.99577943428864,-42.0,0,0
