case_id,frame,time,side_walls_valid,parallel_error_deg,current_width,current_offset,current_orientation,stable_width,stable_offset,stable_orientation,stable_update_count,current_model_valid,stable_model_initialized,width_change_from_previous_valid,orientation_change_from_previous_valid,offset_change_from_previous_valid,consecutive_valid_count,valid_ratio_existing_init_window,expected_profile_source,readiness_state,readiness_reason,corridor_model_ready,semantic_detector_state,open_candidate_count,opening_group_count,junction_detected_raw,junction_detected_gated_eval,readiness_rising,false_readiness_eval_only,opening_visible_eval_only
BOOTSTRAP_M1,120,2.0166666666666644,True,0.0,84.0,1.7545429914233814,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,0.003970266419333512,21,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,41,2,True,True,False,False,True
BOOTSTRAP_M1,126,2.116666666666664,True,0.0,83.99999999999999,1.7562140871528982,0.0,84.0,1.5570877890311081,0.0,4,True,True,-1.4210854715202004e-14,0.0,0.0016710957295167361,22,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,46,2,True,True,False,False,True
M0_NEGATIVE_CONTROL,0,0.016666666666666666,True,0.0,84.0,1.4001210697211057,0.0,nan,nan,nan,0,True,False,nan,nan,nan,1,1.0,CURRENT_MODEL,MODEL_BOOTSTRAPPING,VALID_LOCAL_OBSERVATION_1_OF_EXISTING_2,False,MODEL_BOOTSTRAPPING,0,0,False,False,False,False,False
M0_NEGATIVE_CONTROL,6,0.11666666666666665,True,0.0,84.0,1.409118945088828,0.0,84.0,1.409118945088828,0.0,1,True,True,0.0,0.0,0.00899787536772223,2,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,True,False,False
M0_NEGATIVE_CONTROL,12,0.21666666666666665,True,0.0,84.0,1.4646870524810716,0.0,84.0,1.4646870524810716,0.0,2,True,True,0.0,0.0,0.055568107392243604,3,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,False,False,False
M0_NEGATIVE_CONTROL,18,0.31666666666666665,True,0.0,84.0,1.5129702362427402,0.0,84.0,1.5129702362427402,0.0,3,True,True,0.0,0.0,0.048283183761668624,4,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,False,False,False
M0_NEGATIVE_CONTROL,24,0.41666666666666663,True,0.0,84.0,1.5570877890312325,0.0,84.0,1.5570877890312325,0.0,4,True,True,0.0,0.0,0.044117552788492276,5,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,False,False,False
M0_NEGATIVE_CONTROL,30,0.5166666666666666,True,0.0,84.0,1.6253387910569401,0.0,84.0,1.6253387910569401,0.0,5,True,True,0.0,0.0,0.06825100202570766,6,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,False,False,False
M0_NEGATIVE_CONTROL,36,0.6166666666666669,True,0.0,84.0,1.6904222399148168,0.0,84.0,1.6904222399148168,0.0,6,True,True,0.0,0.0,0.06508344885787665,7,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,False,False,False
M0_NEGATIVE_CONTROL,42,0.7166666666666672,True,0.0,84.0,1.7176026200690941,0.0,84.0,1.7176026200690941,0.0,7,True,True,0.0,0.0,0.027180380154277373,8,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_CLEAR,0,0,False,False,False,False,False
